Brand,Title,Model Name,Model Number,Price,Rating,No_of_Ratings,No_of_Reviews,Color,Browse Type,SIM Type,Hybrid Sim Slot,Touchscreen,Display_size_cm,Resolution,Resolution Type,Display Type,Operating System,Processor Type,Processor Core,Internal Storage,Primary Camera,Primary Camera Features,Secondary Camera,Secondary Camera Features,Flash,HD Recording,Full HD Recording,Video Recording,Dual Camera Lens,Network Type,Supported Networks,Internet Connectivity,Bluetooth Support,Bluetooth Version,Wi-Fi,Wi-Fi Version,Wi-Fi Hotspot,NFC,Map Support,GPS Support,Smartphone,SIM Size,SMS,Sensors,GPS Type,Video Formats,Battery Capacity,Width,Height,Depth,Weight
POCO,"POCO M4 Pro (Cool Blue, 128 GB)",M4 Pro,MZB0B5QIN,12999,4.2,25746.0,2008.0,Cool Blue,Smartphones,Dual Sim,No,Yes,16.33,2400 x 1080 Pixels,Full HD+ AMOLED Display,Full HD+ AMOLED Display,Android 11,Mediatek Helio G96,Octa Core,128.0,64MP + 8MP + 2MP,"Triple Camera Setup: 64MP Main Camera (f/1.8 Aperture, Pixel Size: 0.7um, (4-in-1: 16MP, 1.4um)) + 8MP Ultra Wide Camera (f/2.2 Aperture, Pixel Size: 1.0um, FOV: 118 Degree) + 2MP Macro Camera, Phase Detection Auto Focus, Camera Feature: HDR, AI Portrait Mode, Pro Mode, AI Scene Detection, Night Mode, Short Video, Slow Motion, Time Lapse, Panorama, AI Watermark, Pro Color, Timed Burst, Ultra Wide Mode, Macro Mode",16MP Front Camera,"16MP Camera Setup: (f/2.45 Aperture, Pixel Size: 1.0um), Camera Feature: HDR, AI Portrait Mode, Screen Flash, Selfie Timer, Portrait Selfies, Palm shutter",Rear Flash,Yes,Yes,Yes,Primary Camera,"4G, 3G, 2G","4G LTE, WCDMA, GSM","4G, 3G, Wi-Fi",Yes,v5.0,Yes,802.11 a/b/g/n (2.4 GHz | 5 GHz),Yes,No,Yes,Yes,Yes,Nano Sim,Yes,"Ambient Light Sensor, Proximity Sensor, E-Compass, Accelerometer, Gyroscope, Fingerprint Scanner","GPS, A-GPS, GLONASS, BEIDOU","HEVC, H.264",5000.0,73.8,159.8,8.08,179.5
REDMI,"REDMI 12 5G (Moonstone Silver, 256 GB)",12 5G,23076RN4BI,16347,4.1,662.0,57.0,Moonstone Silver,Smartphones,Dual Sim,Yes,Yes,17.25,1080x2460$$Pixels,Full HD+,Full HD+ AMOLED Display,Android Q 13,"A15 Bionic Chip, 6 Core Processor",Octa Core,256.0,50MP Rear Camera,"Dual Camera Setup: 12MP Main Camera (Focal Length: 26 mm, f/1.5 Aperture, Sensor Shift Optical Image Stabilisation, Seven Element Lens, 100% Focus Pixels) + 12MP Ultra Wide Camera (Focal Length: 13 mm, f/2.4 Aperture and FOV: 120 Degree, Five Element Lens), 2X Optical Zoom Out, Digital Zoom Upto 5X, Sapphire Crystal Lens Cover, True Tone Flash, Camera Feature: Photonic Engine, Deep Fusion, Smart HDR 4, Portrait Mode with Advanced Bokeh and Depth Control, Portrait Lighting with Six Effects (Natural, Studio, Contour, Stage, Stage Mono, High Key Mono), Night Mode, Panorama (up to 63MP), Photographic Styles, Wide Colour Capture for Photos and Live Photos, Lens Correction (Ultra Wide), Advanced Red Eye Correction, Auto Image Stabilisation, Burst Mode, Photo Geotagging, Image Formats Captured: HEIF and JPEG",16MP Front Camera,"12MP Camera Setup: (f/1.9 Aperture), Camera Feature: Autofocus with Focus Pixels, Six Element Lens, Retina Flash, Photonic Engine, Deep Fusion, Smart HDR 4, Portrait Mode with Advanced Bokeh and Depth Control, Portrait Lighting with Six Effects (Natural, Studio, Contour, Stage, Stage Mono, High Key Mono), Animoji and Memoji, Night Mode, Photographic Styles, Apple ProRAW, Wide Colour Capture for Photos and Live Photos, Lens Correction, Auto Image Stabilisation, Burst Mode, Video Feature: Timelapse Video with Stabilisation, Night Mode Timelapse, QuickTake Video, Cinematic Video Stabilisation (4K, 1080p and 720p)",Rear Flash,Yes,Yes,Yes,Primary Camera,5G,5G,"5G, 4G, 3G, Wi-Fi, EDGE",Yes,v5.0,Yes,Supports 2.4 GHz and 5 GHz Dual Band,Yes,No,Google Maps,Yes,Yes,Nano Sim,Yes,"Ambient Light Sensor, Proximity Sensor, E-Compass, Accelerometer, Gyroscope, Fingerprint Scanner","GPS, A-GPS, GLONASS, BEIDOU","HEVC, H.264",5000.0,73.8,159.8,8.08,179.5
MOTOROLA,"MOTOROLA g14 (Butter Cream, 128 GB)",g14,PAYF0012IN,9999,4.1,6084.0,656.0,Butter Cream,Smartphones,Dual Sim,No,Yes,16.51,2400 x 1080 Pixels,Full HD+,Full HD+,Android 13,T616,Octa Core,128.0,50MP + 2MP,"Dual Camera Setup: 50MP Main Camera (f/1.8 Aperture, 1/2.76 inch Sensor Size, 0.64um Pixel Size (4-in-1 with 1.28um), PDAF, Quad Pixel Technology) + 2MP Macro Camera (f/2.4 Aperture, 1.5 inch Sensor Size, 1.75um Pixel Size), Photo, Night Vision, Portrait, Live Filters, Panorama, Pro Mode (w/ Long Exposure), Auto Smile Capture, Google Lens Integration, HDR, Timer, Assistive Grid, Leveler, Watermark, Barcode Scanner, Video, Slow Motion, Dual Capture Video, Timelapse, Snap in Video Recording",8MP Front Camera,"Front Camera Setup: 8MP Camera (f/2.0 Aperture, 1.12um Pixel Size, Fixed Focus), Photo, Portrait, Live Filters, Auto Smile Capture, Face Beauty, HDR, Timer, Assistive Grid, Leveler, Watermark, Mirror, Video, Dual Capture Video, Timelapse, Snap in Video Recording",Rear: Single LED Flash,Yes,Yes,Yes,Primary Camera,"4G, 3G, 2G","4G LTE, UMTS, GSM","4G, 3G, Wi-Fi",Yes,v5.0,Yes,Wi-Fi 802.11 a/b/g/n/ac (2.4 GHz | 5 GHz),Yes,No,Google Maps,Yes,Yes,Nano Sim,Yes,"Accelerometer, Gyroscope, Proximity, Ambient Light, Sensor Hub, Fingerprint Reader, SAR Sensor","GPS, A-GPS, GLONASS, GALILEO, LTEPP, SUPL","HEVC, H.264",5000.0,73.82,161.46,7.99,177.0
APPLE,"APPLE iPhone 13 (Green, 128 GB)",iPhone 13,MNGK3HN/A,52499,4.7,259109.0,12745.0,Green,Smartphones,Dual Sim,No,Yes,15.49,2532 x 1170 Pixels,Super Retina XDR Display,Super Retina XDR Display,iOS 15,A15 Bionic Chip,Hexa Core,128.0,12MP + 12MP,"Dual 12MP Camera System (Wide and Ultra Wide), Wide: f/1.6 Aperture, Ultra Wide: f/2.4 Aperture, 120 Degree FOV, 2x Optical Zoom out, Digital Zoom up to 5x, Portrait Mode with Advanced Bokeh and Depth Control, Portrait Lighting with Six Effects (Natural, Studio, Contour, Stage, Stage Mono, High Key Mono), Sensor-shift Optical Image Stabilisation (Wide), Seven element Lens (Wide), Five element Lens (Ultra Wide), Panorama (up to 63MP), Sapphire Crystal Lens Cover, 100% Focus Pixels (Wide), Night Mode
Deep Fusion, Smart HDR 4, Photographic Styles, Wide Colour Capture for Photos and Live Photos, Lens Correction (Ultra Wide), Advanced Red eye Correction, Auto Image Stabilisation, Burst Mode, Photo Geotagging, Image Formats Captured: HEIF and JPEG, Video Recording: Sensor-shift OIS for Video (Wide), Audio Zoom, QuickTake Video, Timelapse Video with Stabilisation, Night Mode Time-lapse, Cinematic Video Stabilisation (4K, 1080p and 720p), Continuous AF Video, Playback Zoom, Stereo Recording",12MP Front Camera,"12MP TrueDepth Camera, f/2.2 Aperture, Portrait Mode with Advanced Bokeh and Depth Control, Portrait Lighting with Six Effects (Natural, Studio, Contour, Stage, Stage Mono, High Key Mono), Animoji and Memoji, Night Mode, Deep Fusion, Smart HDR 4, Photographic Styles, Cinematic Mode for Recording Videos with Shallow Depth of Field (1080p at 30 fps), HDR Video Recording with Dolby Vision up to 4K at 60 fps, Time lapse Video with Stabilisation, Night Mode Time-lapse, Cinematic Video Stabilisation (4K, 1080p and 720p), QuickTake Video, Wide Colour Capture for Photos and Live Photos, Lens Correction, Auto Image Stabilisation, Burst Mode",Rear: True Tone Flash with Slow Sync | Front: Retina Flash,Yes,Yes,Yes,Primary Camera,"5G, 4G, 3G, 2G","5G, 4G VoLTE, 4G LTE, UMTS, GSM","5G, 4G, 3G, Wi-Fi, EDGE",Yes,v5.0,Yes,Wi-Fi 6 (802.11ax) with 2x2 MIMO,Yes,Yes,Maps,Yes,Yes,Nano + eSIM,Yes,"Face ID, Barometer, Three-axis Gyro, Accelerometer, Proximity Sensor, Ambient Light Sensor","Built-in GPS, GLONASS, Galileo, QZSS and BeiDou","HEVC, H.264, MPEG-4 Part 2 and Motion JPEG, HDR with Dolby Vision, HDR10 and HLG",3240.0,71.5,146.7,7.65,173.0
REDMI,"REDMI 12 5G (Pastel Blue, 256 GB)",12 5G,23076RN4BI,16697,4.1,662.0,57.0,Pastel Blue,Smartphones,Dual Sim,Yes,Yes,17.25,1080x2460$$Pixels,Full HD+,Full HD+ AMOLED Display,Android Q 13,"A15 Bionic Chip, 6 Core Processor",Octa Core,256.0,50MP Rear Camera,"Dual Camera Setup: 12MP Main Camera (Focal Length: 26 mm, f/1.5 Aperture, Sensor Shift Optical Image Stabilisation, Seven Element Lens, 100% Focus Pixels) + 12MP Ultra Wide Camera (Focal Length: 13 mm, f/2.4 Aperture and FOV: 120 Degree, Five Element Lens), 2X Optical Zoom Out, Digital Zoom Upto 5X, Sapphire Crystal Lens Cover, True Tone Flash, Camera Feature: Photonic Engine, Deep Fusion, Smart HDR 4, Portrait Mode with Advanced Bokeh and Depth Control, Portrait Lighting with Six Effects (Natural, Studio, Contour, Stage, Stage Mono, High Key Mono), Night Mode, Panorama (up to 63MP), Photographic Styles, Wide Colour Capture for Photos and Live Photos, Lens Correction (Ultra Wide), Advanced Red Eye Correction, Auto Image Stabilisation, Burst Mode, Photo Geotagging, Image Formats Captured: HEIF and JPEG",16MP Front Camera,"12MP Camera Setup: (f/1.9 Aperture), Camera Feature: Autofocus with Focus Pixels, Six Element Lens, Retina Flash, Photonic Engine, Deep Fusion, Smart HDR 4, Portrait Mode with Advanced Bokeh and Depth Control, Portrait Lighting with Six Effects (Natural, Studio, Contour, Stage, Stage Mono, High Key Mono), Animoji and Memoji, Night Mode, Photographic Styles, Apple ProRAW, Wide Colour Capture for Photos and Live Photos, Lens Correction, Auto Image Stabilisation, Burst Mode, Video Feature: Timelapse Video with Stabilisation, Night Mode Timelapse, QuickTake Video, Cinematic Video Stabilisation (4K, 1080p and 720p)",Rear Flash,Yes,Yes,Yes,Primary Camera,5G,5G,"5G, 4G, 3G, Wi-Fi, EDGE",Yes,v5.0,Yes,Supports 2.4 GHz and 5 GHz Dual Band,Yes,No,Google Maps,Yes,Yes,Nano + eSIM,Yes,"Face ID, Barometer, Three-axis Gyro, Accelerometer, Proximity Sensor, Ambient Light Sensor","Built-in GPS, GLONASS, Galileo, QZSS and BeiDou","HEVC, H.264, MPEG-4 Part 2 and Motion JPEG, HDR with Dolby Vision, HDR10 and HLG",5000.0,71.5,146.7,7.65,173.0
Google,"Google Pixel 6a (Charcoal, 128 GB)",Pixel 6a,GX7AS,43999,4.3,65503.0,7735.0,Charcoal,Smartphones,Dual Sim,No,Yes,15.6,2400 x 1080 PIxels,Full HD+,Full HD+ OLED Display,Android 12,Google Tensor,Octa Core,128.0,12.2MP + 12MP,"Dual Camera Setup: 12.2MP Dual Pixel Wide Camera (1.4um Pixel Width, f/1.7 Aperture, FOV: 77 Degree field, 1/2.55 inch Image Sensor Size, Super Res Zoom Upto 7x1) + 12MP Ultrawide Camera (1.25um Pixel Width, f/2.2 Aperture, FOV: 114 Degree), Lens Correction, Optical + Electronic Image Stabilization, Fast Camera Launcher, Camera Feature: Magic Eraser, Real Tone, Face Unblur, Panorama, Manual White Balancing, Locked Folder, Night Sight, Top Shot, Portrait Mode, Portrait Light, Super Res Zoom, Motion Auto Focus, Frequent Faces, Dual Exposure Controls, Live HDR+, Cinematic Pan, Video Feature: Cinematic Pan, Slow Motion Video Support, 4K Timelapse with Stabilisation, Astrophotography Timelapse, Optical Image Stabilisation, Fused Video Stabilisation, 4K Cinematic Pan Video Stabilisation, 4K Locked Video Stabilisation, 1080p Active Video Stabilisation",8MP Front Camera,"8MP Camera Setup: (1.12um Pixel Width, f/2.0 Aperture, Fixed Focus, FOV: 84 Degree Wide)",Rear Flash,Yes,Yes,Yes,Primary Camera,"5G, 4G, 3G, 2G","5G, 4G LTE, UMTS, GSM","5G, 4G, 3G, Wi-Fi, EDGE",Yes,v5.2,Yes,"Wi-Fi 6 (802.11 ax), Wi-Fi 6E (6 GHz) with MIMO",Yes,Yes,Google Maps,Yes,Yes,Nano Sim,Yes,"Proximity Sensor, Ambient Light Sensor, Accelerometer, Gyrometer, Magnetometer, Barometer","GPS, GLONASS, GALILEO, QZSS, BEIDOU","HEVC (H.265), AVC (H.264)",4410.0,71.8,152.2,8.9,178.0
realme,"realme 11 5G (Glory Black, 128 GB)",11 5G,RMX3780,18999,4.3,6147.0,607.0,Glory Black,Smartphones,Dual Sim,No,Yes,17.07,2400 x 1080 Pixels,Full HD+,Full HD+ LCD,Android 13,Dimensity 6100+,Octa Core,128.0,108MP + 2MP,"Dual Camera Setup: 108MP Primary Camera (Samsung S5KHM6, f/1.75 Aperture, 1/1.67 inch Sensor Size, 0.64um Pixel Size, FOV: 83.6 Degree, 6P Lens, Focal Length: 23.6 mm, PDAF) + 2MP Portrait Camera (OV OV02B1B, f/2.4 Aperture, 1/5 inch Sensor Size, 1.75um Pixel Size, FOV: 89.1 Degree, 3P Lens, Focal Length: 21.6 mm, Fixed Focus), CMOS, 20 Continuous Shoots, Camera Feature: Night Mode, Street Mode, Photograph Mode, Portrait Mode, 108MP Mode, Professional Mode, Panoramic View, Text Scanner, Tift Shift, Video Feature: Dual View Video, Film Mode, Tift Shift, Slow Motion, Timelapse, Video Mode",16MP Front Camera,"16MP Front Camera Setup: (Samsung S5K3P9, f/2.45 Aperture, FOV: 82.3 Degree, 1/3.1 inch Sensor Size, 1.0um Pixel Size, 5P Lens, Fixed Focus, CMOS, Camera Features: Night Mode, Photograph Mode, Portrait Mode, Panoramic View",Rear: Single Flash | Front: Screen Flash,Yes,Yes,Yes,Primary Camera,"5G, 4G VOLTE, 4G, 3G, 2G","5G, 4G VoLTE, 4G LTE, WCDMA, GSM","5G, 4G, 3G, EDGE, GPRS, Wi-Fi",Yes,v5.2,Yes,"Support 2.4 GHz, 5 GHz",Yes,No,Google Maps,Yes,Yes,Nano Sim,Yes,"Magnetic Induction Sensor, Light Sensor, Proximity Sensor, Gyrometer, Acceleration Sensor","GPS, AGPS, BEIDOU, GALILEO, GLONASS","MP4, 3GP, ASF, AVI, FLV, M2TS, MKV, MPG, TS, WEBM, WMV",5000.0,76.0,165.7,8.05,190.0
Google,"Google Pixel 6a (Chalk, 128 GB)",Pixel 6a,GX7AS,43999,4.3,65503.0,7735.0,Chalk,Smartphones,Dual Sim,No,Yes,15.6,2400 x 1080 PIxels,Full HD+,Full HD+ OLED Display,Android 12,Google Tensor,Octa Core,128.0,12.2MP + 12MP,"Dual Camera Setup: 12.2MP Dual Pixel Wide Camera (1.4um Pixel Width, f/1.7 Aperture, FOV: 77 Degree field, 1/2.55 inch Image Sensor Size, Super Res Zoom Upto 7x1) + 12MP Ultrawide Camera (1.25um Pixel Width, f/2.2 Aperture, FOV: 114 Degree), Lens Correction, Optical + Electronic Image Stabilization, Fast Camera Launcher, Camera Feature: Magic Eraser, Real Tone, Face Unblur, Panorama, Manual White Balancing, Locked Folder, Night Sight, Top Shot, Portrait Mode, Portrait Light, Super Res Zoom, Motion Auto Focus, Frequent Faces, Dual Exposure Controls, Live HDR+, Cinematic Pan, Video Feature: Cinematic Pan, Slow Motion Video Support, 4K Timelapse with Stabilisation, Astrophotography Timelapse, Optical Image Stabilisation, Fused Video Stabilisation, 4K Cinematic Pan Video Stabilisation, 4K Locked Video Stabilisation, 1080p Active Video Stabilisation",8MP Front Camera,"8MP Camera Setup: (1.12um Pixel Width, f/2.0 Aperture, Fixed Focus, FOV: 84 Degree Wide)",Rear Flash,Yes,Yes,Yes,Primary Camera,"5G, 4G, 3G, 2G","5G, 4G LTE, UMTS, GSM","5G, 4G, 3G, Wi-Fi, EDGE",Yes,v5.2,Yes,"Wi-Fi 6 (802.11 ax), Wi-Fi 6E (6 GHz) with MIMO",Yes,Yes,Google Maps,Yes,Yes,Nano Sim,Yes,"Proximity Sensor, Ambient Light Sensor, Accelerometer, Gyrometer, Magnetometer, Barometer","GPS, GLONASS, GALILEO, QZSS, BEIDOU","HEVC (H.265), AVC (H.264)",4410.0,71.8,152.2,8.9,178.0
realme,"realme 11 5G (Glory Gold, 256 GB)",11 5G,RMX3780,19999,4.3,6147.0,607.0,Glory Gold,Smartphones,Dual Sim,No,Yes,17.07,2400 x 1080 Pixels,Full HD+,Full HD+ LCD,Android 13,Dimensity 6100+,Octa Core,256.0,108MP + 2MP,"Dual Camera Setup: 108MP Primary Camera (Samsung S5KHM6, f/1.75 Aperture, 1/1.67 inch Sensor Size, 0.64um Pixel Size, FOV: 83.6 Degree, 6P Lens, Focal Length: 23.6 mm, PDAF) + 2MP Portrait Camera (OV OV02B1B, f/2.4 Aperture, 1/5 inch Sensor Size, 1.75um Pixel Size, FOV: 89.1 Degree, 3P Lens, Focal Length: 21.6 mm, Fixed Focus), CMOS, 20 Continuous Shoots, Camera Feature: Night Mode, Street Mode, Photograph Mode, Portrait Mode, 108MP Mode, Professional Mode, Panoramic View, Text Scanner, Tift Shift, Video Feature: Dual View Video, Film Mode, Tift Shift, Slow Motion, Timelapse, Video Mode",16MP Front Camera,"16MP Front Camera Setup: (Samsung S5K3P9, f/2.45 Aperture, FOV: 82.3 Degree, 1/3.1 inch Sensor Size, 1.0um Pixel Size, 5P Lens, Fixed Focus, CMOS, Camera Features: Night Mode, Photograph Mode, Portrait Mode, Panoramic View",Rear: Single Flash | Front: Screen Flash,Yes,Yes,Yes,Primary Camera,"5G, 4G VOLTE, 4G, 3G, 2G","5G, 4G VoLTE, 4G LTE, WCDMA, GSM","5G, 4G, 3G, EDGE, GPRS, Wi-Fi",Yes,v5.2,Yes,"Support 2.4 GHz, 5 GHz",Yes,No,Google Maps,Yes,Yes,Nano Sim,Yes,"Magnetic Induction Sensor, Light Sensor, Proximity Sensor, Gyrometer, Acceleration Sensor","GPS, AGPS, BEIDOU, GALILEO, GLONASS","MP4, 3GP, ASF, AVI, FLV, M2TS, MKV, MPG, TS, WEBM, WMV",5000.0,76.0,165.7,8.05,190.0
realme,"realme 11 Pro 5G (Sunrise Beige, 256 GB)",11 Pro 5G,RMX3771,27999,4.3,984.0,85.0,Sunrise Beige,Smartphones,Dual Sim,Yes,Yes,17.02,2412 x 1080 Pixels,Full HD+,Full HD+ OLED Display,Android 13,Dimensity 7050,Octa Core,256.0,100MP (OIS) + 2MP,"Dual Camera Setup: 100MP Primary Camera (OMNIVISION OVA0B40, f/1.75 Aperture, 1/1.8 inch Sensor Size, 0.61um Pixel Size, FOV: 79.5 Degree, 6P Lens, Equivalent Focal Length: 26 mm, Effective Focal Length: 5.25 mm, Auto Focus, Open Loop VCM, Support OIS) + 2MP Mono Camera (SmartSens SC202CS, f/2.4 Aperture, 1/5 inch Sensor Size, 1.75um Pixel Size, FOV: 88 Degree, 3P Lens, Equivalent Focal Length: 22 mm, Effective Focal Length: 1.79 mm, Fixed Focus), Two Axis EIS, CMOS, Camera Feature: Photo, Video, Night, Street, Pro, Pano, Portrait, Timelapse, Slow-Mo, Text Scanner, Hi-Res, Starry Mode, Tilt Shift, Movie, Dual View Video, Group Portrait, Long Exposure, Supports 20 Burst Photos, Fill Light for Video Shooting",16MP Front Camera,"16MP Front Camera Setup: (Samsung S5K3P9SP04, f/2.45 Aperture, FOV: 82.3 Degree, 1/3.1 inch Sensor Size, 1um Pixel Size, 5P Lens, Equivalent Focal Length: 24 mm, Effective Focal Length: 3.23 mm, Fixed Focus), Two Axis EIS, CMOS, Camera Feature: Photo, Video, Pano, Portrait, Night, Timelapse, Dual View Video, Face Beauty, Fill Light",Rear: Single Flash,Yes,Yes,Yes,Primary Camera,"5G, 4G VOLTE, 4G, 3G, 2G","5G, 4G VoLTE, 4G LTE, WCDMA, GSM","5G, 4G, 3G, EDGE, GPRS, Wi-Fi",Yes,v5.2,Yes,"802.11 a/b/g/n (2.4 GHz | 5.1 GHz | 5.8 GHz), Wi-Fi 6 (802.11 ax), Wi-Fi 5 (802.11 ac)",Yes,No,Google Maps,Yes,Yes,Nano Sim,Yes,"Geomagnetic Sensor, Proximity Sensor, Light Sensor, Acceleration Sensor, Gyroscope, Support Meter Function","GPS, GLONASS, GALILEO, QZSS","MPEG2, H.263, MPEG4, H.264, H.265, VP8, VP9, VC1, TS, MPG, WEBM",5000.0,73.9,161.6,8.2,191.0
realme,"realme 11 5G (Glory Gold, 128 GB)",11 5G,RMX3780,18999,4.3,6147.0,607.0,Glory Gold,Smartphones,Dual Sim,No,Yes,17.07,2400 x 1080 Pixels,Full HD+,Full HD+ LCD,Android 13,Dimensity 6100+,Octa Core,128.0,108MP + 2MP,"Dual Camera Setup: 108MP Primary Camera (Samsung S5KHM6, f/1.75 Aperture, 1/1.67 inch Sensor Size, 0.64um Pixel Size, FOV: 83.6 Degree, 6P Lens, Focal Length: 23.6 mm, PDAF) + 2MP Portrait Camera (OV OV02B1B, f/2.4 Aperture, 1/5 inch Sensor Size, 1.75um Pixel Size, FOV: 89.1 Degree, 3P Lens, Focal Length: 21.6 mm, Fixed Focus), CMOS, 20 Continuous Shoots, Camera Feature: Night Mode, Street Mode, Photograph Mode, Portrait Mode, 108MP Mode, Professional Mode, Panoramic View, Text Scanner, Tift Shift, Video Feature: Dual View Video, Film Mode, Tift Shift, Slow Motion, Timelapse, Video Mode",16MP Front Camera,"16MP Front Camera Setup: (Samsung S5K3P9, f/2.45 Aperture, FOV: 82.3 Degree, 1/3.1 inch Sensor Size, 1.0um Pixel Size, 5P Lens, Fixed Focus, CMOS, Camera Features: Night Mode, Photograph Mode, Portrait Mode, Panoramic View",Rear: Single Flash | Front: Screen Flash,Yes,Yes,Yes,Primary Camera,"5G, 4G VOLTE, 4G, 3G, 2G","5G, 4G VoLTE, 4G LTE, WCDMA, GSM","5G, 4G, 3G, EDGE, GPRS, Wi-Fi",Yes,v5.2,Yes,"Support 2.4 GHz, 5 GHz",Yes,No,Google Maps,Yes,Yes,Nano Sim,Yes,"Magnetic Induction Sensor, Light Sensor, Proximity Sensor, Gyrometer, Acceleration Sensor","GPS, AGPS, BEIDOU, GALILEO, GLONASS","MP4, 3GP, ASF, AVI, FLV, M2TS, MKV, MPG, TS, WEBM, WMV",5000.0,76.0,165.7,8.05,190.0
REDMI,"REDMI 11 Prime (Peppy Purple, 128 GB)",11 Prime,MZB0CESIN,10999,4.3,13457.0,698.0,Peppy Purple,Smartphones,Dual Sim,No,Yes,16.71,2408 x 1080 Pixels,Full HD+,Full HD+ LCD Display,Android 12,Helio G99,Octa Core,128.0,50MP + 2MP + 2MP,"Triple Camera Setup: 50MP Primary Camera (f/1.8 Aperture, 1/2.5 inch Sensor Size, 0.7um Pixel Size, Supports 4-in-1 Pixel Binning) + 2MP Depth Camera + 2MP Macro Camera, Camera Features: Photo, Portrait, Night, Pro Mode, Document Mode, 50MP, HDR Mode, Short Video, Panorama, Custom Watermark, Google Lens, Movie Frame, Tilt Shift, Pro Colour, Timed Burst, Filters, Slow Motion, Timelapse, Voice Shutter, Macro Mode, Tilt Shift, Video Features: Short Video, Slow Motion, Timelapse, Movie Frame, Macro Video",8MP Front Camera,"8MP Front Camera Setup: Camera Features: Portrait Mode, Front Video Recording, Palm Shutter, HDR Mode, Movie Frame, Timed Burst, Short Video, Beautify, Filters, Voice Shutter",Rear Flash,Yes,Yes,Yes,Primary Camera,"4G VOLTE, 4G, 3G, 2G","4G VoLTE, 4G LTE, WCDMA, GSM","4G, 3G, Wi-Fi, EDGE, GPRS",Yes,v5.3,Yes,Supports 2.4 GHz and 5 GHz Dual Band,Yes,No,Google Maps,Yes,Yes,Nano Sim,Yes,"Ambient Light Sensor, Proximity Sensor, Accelerometer, Electronic Compass, Side Fingerprint Sensor, IR Blaster","GPS, AGPS, GLONASS, GALILEO, BEIDOU","HEVC, H.264",5000.0,76.09,163.99,8.9,201.0
realme,"realme 11 5G (Glory Black, 256 GB)",11 5G,RMX3780,19999,4.3,6147.0,607.0,Glory Black,Smartphones,Dual Sim,No,Yes,17.07,2400 x 1080 Pixels,Full HD+,Full HD+ LCD,Android 13,Dimensity 6100+,Octa Core,256.0,108MP + 2MP,"Dual Camera Setup: 108MP Primary Camera (Samsung S5KHM6, f/1.75 Aperture, 1/1.67 inch Sensor Size, 0.64um Pixel Size, FOV: 83.6 Degree, 6P Lens, Focal Length: 23.6 mm, PDAF) + 2MP Portrait Camera (OV OV02B1B, f/2.4 Aperture, 1/5 inch Sensor Size, 1.75um Pixel Size, FOV: 89.1 Degree, 3P Lens, Focal Length: 21.6 mm, Fixed Focus), CMOS, 20 Continuous Shoots, Camera Feature: Night Mode, Street Mode, Photograph Mode, Portrait Mode, 108MP Mode, Professional Mode, Panoramic View, Text Scanner, Tift Shift, Video Feature: Dual View Video, Film Mode, Tift Shift, Slow Motion, Timelapse, Video Mode",16MP Front Camera,"16MP Front Camera Setup: (Samsung S5K3P9, f/2.45 Aperture, FOV: 82.3 Degree, 1/3.1 inch Sensor Size, 1.0um Pixel Size, 5P Lens, Fixed Focus, CMOS, Camera Features: Night Mode, Photograph Mode, Portrait Mode, Panoramic View",Rear: Single Flash | Front: Screen Flash,Yes,Yes,Yes,Primary Camera,"5G, 4G VOLTE, 4G, 3G, 2G","5G, 4G VoLTE, 4G LTE, WCDMA, GSM","5G, 4G, 3G, EDGE, GPRS, Wi-Fi",Yes,v5.2,Yes,"Support 2.4 GHz, 5 GHz",Yes,No,Google Maps,Yes,Yes,Nano Sim,Yes,"Magnetic Induction Sensor, Light Sensor, Proximity Sensor, Gyrometer, Acceleration Sensor","GPS, AGPS, BEIDOU, GALILEO, GLONASS","MP4, 3GP, ASF, AVI, FLV, M2TS, MKV, MPG, TS, WEBM, WMV",5000.0,76.0,165.7,8.05,190.0
Infinix,"Infinix Smart 7 HD (Jade White, 64 GB)",Smart 7 HD,X6516,6199,4.3,24303.0,1128.0,Jade White,Smartphones,Dual Sim,No,Yes,16.76,1612 x 720 Pixels,HD+,HD+ IPS Display,Android 12,Spreadtrum SC9863A1,Octa Core,64.0,8MP + AI Lens,"AI Dual Camera: 8 MP + AI Lens, Camera Features: Portrait, HDR, AI 3D Beauty, Video Features: HD Video Recording",5MP Front Camera,"5MP Front Camera: Camera Features:AI Portrait, Face Beauty, Video Features: HD Video Recording",Rear: Dual LED Flash|Front: LED Flash,Yes,Yes,Yes,Primary Camera,"2G, 3G, 4G","4G LTE, GSM, WCDMA","4G, 3G, EDGE, GPRS, Wi-Fi",Yes,v4.2,Yes,IEEE 802.11 b/g/n,Yes,No,Yes,Yes,Yes,Nano Sim,Yes,"Fingerprint Sensor, Ambient Light Sensor, Proximity Sensor, Gyroscope (By Software), E-Compass",A-GPS,"3GP, MP4, AVI",5000.0,75.51,163.88,8.65,196.0
