Brand,Title,Model Name,Model Number,Price,Rating,No_of_Ratings,No_of_Reviews,Color,Browse Type,SIM Type,Hybrid Sim Slot,Touchscreen,Display_size_cm,Resolution,Resolution Type,Display Type,Operating System,Processor Type,Processor Core,Internal Storage,Primary Camera,Primary Camera Features,Secondary Camera,Secondary Camera Features,Flash,HD Recording,Full HD Recording,Video Recording,Dual Camera Lens,Network Type,Supported Networks,Internet Connectivity,Bluetooth Support,Bluetooth Version,Wi-Fi,Wi-Fi Version,Wi-Fi Hotspot,NFC,Map Support,GPS Support,Smartphone,SIM Size,SMS,Sensors,GPS Type,Video Formats,Battery Capacity,Width,Height,Depth,Weight
OPPO,"OPPO A78 5G (Glowing Blue, 128 GB)",A78 5G,CPH2495,18999,4.3,3395.0,190.0,Glowing Blue,Smartphones,Dual Sim,No,Yes,16.66,1612 x 720 Pixels,HD+,LCD Display,Android 13,6833,Octa Core,128.0,50MP + 2MP,"Dual Camera Setup: 50MP Main Camera (f/1.8 Aperture, FOV: 77 Degree, 5P Lens, Auto Focus Supported, Open-loop Focus Motor) + 2MP (f/2.4 Aperture, FOV: 89 Degree, 3P + IR Lens, Fixed Focus), Features: Night, Videos, Photos, Portrait, Expert, Extra HD, Panoramic, Timelapse, Slow Motion, Sticker, Text Scanner, and Google Lens",8MP Front Camera,"8MP Front Camera: (f/2.0 Aperture, FOV: 77 Degree, 4P Lens, Fixed Focus), Feature: Night, Video, Photo, Portrait, Panorama, Timelapse, Sticker",Rear Flash,Yes,Yes,Yes,Primary Camera,"2G, 3G, 4G, 5G","4G LTE, 5G, GSM, WCDMA","5G, 4G, 3G, Wi-Fi",Yes,v5.3,Yes,"Supports Wi-Fi 5 (802.11 ac), 802.11 a/b/g/n, Wi-Fi 2.4 GHz, Wi-Fi 5 GHz",Yes,No,Google Maps and Other Third Party Map Apps Supported,Yes,Yes,Nano Sim,Yes,"Ambient Light Sensor, Proximity Sensor, Geomagnetic Sensor, Accelerometer, Gravity Sensor, Pedometer, Electronic Compass","GPS, AGPS, BEIDOU, GLONASS, GALILEO, QZSS","HEVC, H.264",5000.0,75.1,163.8,7.99,188.0
realme,"realme 10 Pro 5G (Hyperspace, 128 GB)",10 Pro 5G,RMX3660,17999,4.3,32771.0,2386.0,Hyperspace,Smartphones,Dual Sim,Yes,Yes,17.07,2400 x 1080 Pixel,Full HD+,Full HD+ LCD Display,Android 13,Qualcomm Snapdragon 695 5G,Octa Core,128.0,108MP + 2MP,"Dual Camera Setup: 108 MP Main Camera (Samsung S5KHM6, f/1.75 Aperture, FOV: 83.6 Degree, Focal Length: 23.6 mm, 6P Lens, 1/1.67 inch Sensor Size, Pixel Size: 0.64um, 9-Sum Pixel 1.92um, PDAF) + 2MP Portrait Camera (Steway SC201CS/ Gekewei GC02M1, f/2.4 Aperture, FOV: 88.8 Degree, Focal Length: 21.9 mm, 3P Lens, 1/5 inch Sensor Size, Pixel Size: 1.75um, Fixed Focus), Camera Feature: Night Scene Mode, Street Mode, Photo Mode, Portrait Mode, 108M Mode, Professional Mode, Panorama Mode, Super Text, Tilt-Shift, Group Portrait, AI Video Tracking, One Take (Introduced by OTA Upgrade), CMOS, EIS, 20 Continous Shots, Video Feature: Multi-View Video, Movie Mode, Tilt-Shift, Slow Motion, Timelapse Photography, Video Mode",16MP Front Camera,"16MP Camera Setup: (Samsung S5K3P9, f/2.45 Aperture, FOV: 82.3 Degree, CMOS, 1/3.1 inch Sensor Size, 1.0um Pixel Size, 5P Lens, Fixed Focus), EIS, Camera Feature: Night Scene Mode, Photo Mode, Portrait Mode, Panorama Mode",Rear: Single Flash | Front: Screen Flash,Yes,Yes,Yes,Primary Camera,"5G, 4G VOLTE, 4G, 3G, 2G","5G, 4G VoLTE, 4G LTE, WCDMA, GSM","5G, 4G, 3G, GPRS, EDGE, Wi-Fi",Yes,v5.1,Yes,"Supports 2.4 GHz, 5 GHz (WiFi 4, WiFi 5)",Yes,No,Google Maps,Yes,Yes,Nano Sim,Yes,"Magnetic Induction Sensor, Light Sensor, Proximity Sensor, Gyrometer, Acceleration Sensor","GPS, AGPS, BEIDOU, GALILEO, GLONASS","MP4, 3GP, ASF, AVI, FLV, M2TS, MKV, MPG, TS, WEBM, WMV",5000.0,74.2,163.7,8.3,192.0
OnePlus,"OnePlus 11R 5G (Sonic Black, 128 GB)",11R 5G,CPH2487,39988,4.5,7947.0,723.0,Sonic Black,Smartphones,Dual Sim,No,Yes,17.02,2772x1240 Pixels,Full HD+,Full HD+ AMOLED Display,Android Oxygen OxygenOS based on Android 13,"A15 Bionic Chip, 6 Core Processor",Octa Core,128.0,50MP Rear Camera,"Dual Camera Setup: 12MP Main Camera (Focal Length: 26 mm, f/1.5 Aperture, Sensor Shift Optical Image Stabilisation, Seven Element Lens, 100% Focus Pixels) + 12MP Ultra Wide Camera (Focal Length: 13 mm, f/2.4 Aperture and FOV: 120 Degree, Five Element Lens), 2X Optical Zoom Out, Digital Zoom Upto 5X, Sapphire Crystal Lens Cover, True Tone Flash, Camera Feature: Photonic Engine, Deep Fusion, Smart HDR 4, Portrait Mode with Advanced Bokeh and Depth Control, Portrait Lighting with Six Effects (Natural, Studio, Contour, Stage, Stage Mono, High Key Mono), Night Mode, Panorama (up to 63MP), Photographic Styles, Wide Colour Capture for Photos and Live Photos, Lens Correction (Ultra Wide), Advanced Red Eye Correction, Auto Image Stabilisation, Burst Mode, Photo Geotagging, Image Formats Captured: HEIF and JPEG",16MP Front Camera,"12MP Camera Setup: (f/1.9 Aperture), Camera Feature: Autofocus with Focus Pixels, Six Element Lens, Retina Flash, Photonic Engine, Deep Fusion, Smart HDR 4, Portrait Mode with Advanced Bokeh and Depth Control, Portrait Lighting with Six Effects (Natural, Studio, Contour, Stage, Stage Mono, High Key Mono), Animoji and Memoji, Night Mode, Photographic Styles, Apple ProRAW, Wide Colour Capture for Photos and Live Photos, Lens Correction, Auto Image Stabilisation, Burst Mode, Video Feature: Timelapse Video with Stabilisation, Night Mode Timelapse, QuickTake Video, Cinematic Video Stabilisation (4K, 1080p and 720p)",Rear Flash,Yes,Yes,Yes,Primary Camera,5G,5G,"5G, 4G, 3G, Wi-Fi, EDGE",Yes,v5.0,Yes,Supports 2.4 GHz and 5 GHz Dual Band,Yes,No,Google Maps,Yes,Yes,Nano Sim,Yes,"Magnetic Induction Sensor, Light Sensor, Proximity Sensor, Gyrometer, Acceleration Sensor","GPS, AGPS, BEIDOU, GALILEO, GLONASS","MP4, 3GP, ASF, AVI, FLV, M2TS, MKV, MPG, TS, WEBM, WMV",5000.0,74.2,163.7,8.3,192.0
POCO,"POCO M5 (Power Black, 64 GB)",M5,MZB0CEXIN,8499,4.1,21993.0,1936.0,Power Black,Smartphones,Dual Sim,No,Yes,16.71,2400 x 1080 Pixels,Full HD+,Full HD+ Display,Android 12,Mediatek Helio G99,Octa Core,64.0,50MP + 2MP Depth Sensor + 2MP Macro Sensor,"Triple Camera Setup: 50MP Main Camera (ISOCELL JN1, f/1.8 Aperture, Pixel Size: 0.64um, (4-in-1: 12.5MP, 1.28um)) + 2MP Depth Sensor + 2MP Macro Sensor, Camera Feature: Portrait, Panorama, Pro Mode, Night Mode, HDR, Google Lens, Movie Frame, Tilt Shift, Document Mode, Timed Burst, Timelapse, Macro, Voice Shutter, Palm Shutter",8MP Front Camera,"8MP Camera Setup: (f/2.0 Aperture, Pixel Size: 1.12um, Camera Feature: Portrait, HDR, Timed Burst, AI Beauty Mode, AI Filters, Movie Frame, Palm Shutter, Voice Shutter",Rear Flash,Yes,Yes,Yes,Primary Camera,"4G, 3G, 2G","4G LTE, WCDMA, GSM","4G. 3G, Wi-Fi",Yes,v5.3,Yes,802.11 a/b/g/n/ac (2.4 GHz | 5 GHz),Yes,No,Yes,Yes,Yes,Nano Sim,Yes,"Ambient Light Sensor, Proximity Sensor, E-Compass, Accelerometer, Virtual Gyroscope, IR Blaster","GPS, A-GPS, GLONASS, BEIDOU","MP4, 3GP, ASF, AVI, FLV, M2TS, MKV, MPG, TS, WEBM, WMV",5000.0,76.09,163.99,8.9,201.0
MOTOROLA,"MOTOROLA e13 (Creamy White, 64 GB)",e13,PAXT0033IN|PAXT0064IN,7999,4.0,52644.0,4342.0,Creamy White,Smartphones,Dual Sim,No,Yes,16.51,1600 x 720 Pixels,HD+,HD+ IPS LCD Display,Android 13 (Go Edition),Unisoc T606,Octa Core,64.0,13MP Rear Camera,"13MP Camera Setup: (f/2.2 Aperture, 1.12um Pixel Size, PDAF), Camera Feature: Portrait, Photo, Panorama, Pro Mode, Auto Smile Capture, HDR, Leveler, Timer, Assistive, Grid, Watermark, Video Feature: Video, Timelapse, Snap in Video Recording",5MP Front Camera,"5MP Front Camera Setup: (f/2.2 Aperture, 1.12um Pixel Size), Camera Feature: Portrait, Photo, Face Beauty, Auto Smile Capture, HDR, Leveler, Mirror, Assistive Grid, Watermark, Timer, Video Feature: Video, Timelapse, Snap in Video Recording",Rear Camera: Single LED Flash,Yes,Yes,Yes,Primary Camera,"4G, 3G, 2G","4G LTE, UMTS, GSM","4G, 3G, EDGE, GPRS, Wi-Fi",Yes,v5.0,Yes,Wi-Fi 802.11 a/b/g/n/ac (2.4 GHz | 5 GHz),Yes,No,Google Maps,Yes,Yes,Nano Sim,Yes,"Proximity Sensor, Ambient Light Sensor, Accelerometer","GPS, A-GPS, LTEPP, SUPL, GLONASS, GALILEO","HEVC, H.264",5000.0,74.95,164.19,8.47,179.5
realme,"realme 10 Pro 5G (Dark Matter, 128 GB)",10 Pro 5G,RMX3660,17999,4.3,32771.0,2386.0,Dark Matter,Smartphones,Dual Sim,Yes,Yes,17.07,2400 x 1080 Pixel,Full HD+,Full HD+ LCD Display,Android 13,Qualcomm Snapdragon 695 5G,Octa Core,128.0,108MP + 2MP,"Dual Camera Setup: 108 MP Main Camera (Samsung S5KHM6, f/1.75 Aperture, FOV: 83.6 Degree, Focal Length: 23.6 mm, 6P Lens, 1/1.67 inch Sensor Size, Pixel Size: 0.64um, 9-Sum Pixel 1.92um, PDAF) + 2MP Portrait Camera (Steway SC201CS/ Gekewei GC02M1, f/2.4 Aperture, FOV: 88.8 Degree, Focal Length: 21.9 mm, 3P Lens, 1/5 inch Sensor Size, Pixel Size: 1.75um, Fixed Focus), Camera Feature: Night Scene Mode, Street Mode, Photo Mode, Portrait Mode, 108M Mode, Professional Mode, Panorama Mode, Super Text, Tilt-Shift, Group Portrait, AI Video Tracking, One Take (Introduced by OTA Upgrade), CMOS, EIS, 20 Continous Shots, Video Feature: Multi-View Video, Movie Mode, Tilt-Shift, Slow Motion, Timelapse Photography, Video Mode",16MP Front Camera,"16MP Camera Setup: (Samsung S5K3P9, f/2.45 Aperture, FOV: 82.3 Degree, CMOS, 1/3.1 inch Sensor Size, 1.0um Pixel Size, 5P Lens, Fixed Focus), EIS, Camera Feature: Night Scene Mode, Photo Mode, Portrait Mode, Panorama Mode",Rear: Single Flash | Front: Screen Flash,Yes,Yes,Yes,Primary Camera,"5G, 4G VOLTE, 4G, 3G, 2G","5G, 4G VoLTE, 4G LTE, WCDMA, GSM","5G, 4G, 3G, GPRS, EDGE, Wi-Fi",Yes,v5.1,Yes,"Supports 2.4 GHz, 5 GHz (WiFi 4, WiFi 5)",Yes,No,Google Maps,Yes,Yes,Nano Sim,Yes,"Magnetic Induction Sensor, Light Sensor, Proximity Sensor, Gyrometer, Acceleration Sensor","GPS, AGPS, BEIDOU, GALILEO, GLONASS","MP4, 3GP, ASF, AVI, FLV, M2TS, MKV, MPG, TS, WEBM, WMV",5000.0,74.2,163.7,8.1,190.0
MOTOROLA,"MOTOROLA Edge 30 Ultra (Starlight White, 256 GB)",Edge 30 Ultra,PAUR0041IN,59999,4.2,1430.0,233.0,Starlight White,Smartphones,Dual Sim,No,Yes,16.94,2400 x 1080 Pixels,Full HD+,Full HD+ pOLED Display with 144Hz,Android 12,Qualcomm Snapdragon 8+ Gen 1,Octa Core,256.0,200MP + 50MP + 12MP,"Triple Camera Setup: 200MP Main Camera (1/1.22 inch Sensor Size, f/1.9 Aperture, 0.6um Pixel Size, Ultra Pixel Technology for 2.6um, Optical Image Stabilization) + 50MP Ultra Wide Angle Camera (FOV: 114 Degree, Macro Vision, f/2.2 Aperture, 0.64um Pixel Size, Quad Pixel Technology for 1.28um) + 12MP Portrait (Telephoto) Camera (f/2.6 Aperture, 1.22um Pixel Size), Camera Feature: Ultra-Res, Pro (W/ Long Exposure), 360 Degree Panorama, AR Stickers, Live Filter, Dual Capture, Night Vision, Portrait (W/ HDR), Scan, Spot Color, Artificial Intelligence: Auto Smile Capture, Google Lens Integration, Smart Composition, Shot Optimization, Auto Night Vision, Other Features: Burst Shot, Timer, Assistive Grid, Watermark, Leveler, RAW Photo Output, Barcode Scanner, Face Beauty, HDR, Active Photos, Quick Capture (Twist-Twist), Video Feature: Dual Capture, Portrait, AR Stickers, Timelapse (W/ Hyperlapse), Macro, Super Slow Motion, Spot Color, Other Features: Video Snapshot",60MP Front Camera,"60MP Camera Setup: (f/2.2 Aperture, 0.61um Pixel Size, Quad Pixel Technology for 1.22um),Camera Feature: Pro (W/ Long Exposure), Live Filter, Dual Capture, Auto Night Vision, Portrait (W/ HDR), Spot Color, Artificial Intelligence: Auto Smile Capture, Gesture Capture, Shot Optimization, Other Features: Burst Shot, Timer, Assistive Grid, Watermark, Leveler, Selfie Photo Mirror, Selfie Animation, Face Beauty, RAW Photo Output, HDR, Active Photos, Quick Capture (Twist-Twist), Video Feature: Slow Motion, Dual Capture, Timelapse (W/ Hyperlapse), Spot Color, Other Features: Video Stabilization, Face Beauty, Video Snapshot",Rear: Single LED Flash,Yes,Yes,Yes,Primary Camera,"5G, 4G, 3G, 2G","5G, 4G LTE, UMTS, GSM","5G, 4G, 3G, EDGE, Wi-Fi",Yes,v5.2,Yes,Wi-Fi 802.11 a/b/g/n/ac/ax (2.4 GHz | 5 GHz | 6GHz) (Wi-Fi 6E),Yes,Yes,Google Maps,Yes,Yes,Nano Sim,Yes,"Proximity Sensor, Ambient Light Sensor, Accelerometer, Gyroscope, SAR Sensor, Magnetometer (Compass)","GPS, A-GPS, LTEPP, SUPL, GLONASS, GALILEO","HEVC, H.264",4610.0,73.5,161.76,8.39,198.5
OnePlus,"OnePlus 11R 5G (Sonic Black, 256 GB)",11R 5G,CPH2487,44995,4.5,6915.0,537.0,Sonic Black,Smartphones,Dual Sim,No,Yes,17.02,2772x1240,Full HD+,Full HD+ AMOLED Display,Android Oxygen OxygenOS based on Android 13,"A15 Bionic Chip, 6 Core Processor",Octa Core,256.0,50MP Rear Camera,"Dual Camera Setup: 12MP Main Camera (Focal Length: 26 mm, f/1.5 Aperture, Sensor Shift Optical Image Stabilisation, Seven Element Lens, 100% Focus Pixels) + 12MP Ultra Wide Camera (Focal Length: 13 mm, f/2.4 Aperture and FOV: 120 Degree, Five Element Lens), 2X Optical Zoom Out, Digital Zoom Upto 5X, Sapphire Crystal Lens Cover, True Tone Flash, Camera Feature: Photonic Engine, Deep Fusion, Smart HDR 4, Portrait Mode with Advanced Bokeh and Depth Control, Portrait Lighting with Six Effects (Natural, Studio, Contour, Stage, Stage Mono, High Key Mono), Night Mode, Panorama (up to 63MP), Photographic Styles, Wide Colour Capture for Photos and Live Photos, Lens Correction (Ultra Wide), Advanced Red Eye Correction, Auto Image Stabilisation, Burst Mode, Photo Geotagging, Image Formats Captured: HEIF and JPEG",16MP Front Camera,"12MP Camera Setup: (f/1.9 Aperture), Camera Feature: Autofocus with Focus Pixels, Six Element Lens, Retina Flash, Photonic Engine, Deep Fusion, Smart HDR 4, Portrait Mode with Advanced Bokeh and Depth Control, Portrait Lighting with Six Effects (Natural, Studio, Contour, Stage, Stage Mono, High Key Mono), Animoji and Memoji, Night Mode, Photographic Styles, Apple ProRAW, Wide Colour Capture for Photos and Live Photos, Lens Correction, Auto Image Stabilisation, Burst Mode, Video Feature: Timelapse Video with Stabilisation, Night Mode Timelapse, QuickTake Video, Cinematic Video Stabilisation (4K, 1080p and 720p)",Rear Flash,Yes,Yes,Yes,Primary & Secondary Camera,5G,5G,"5G, 4G, 3G, Wi-Fi, EDGE",Yes,v5.0,Yes,Supports 2.4 GHz and 5 GHz Dual Band,Yes,No,Google Maps,Yes,Yes,Nano Sim,Yes,"Proximity Sensor, Ambient Light Sensor, Accelerometer, Gyroscope, SAR Sensor, Magnetometer (Compass)","GPS, A-GPS, LTEPP, SUPL, GLONASS, GALILEO","HEVC, H.264",5000.0,73.5,161.76,8.39,198.5
APPLE,"APPLE iPhone 14 (Starlight, 128 GB)",iPhone 14,MPUR3HN/A,64999,4.6,49449.0,1889.0,Starlight,Smartphones,Dual Sim(Nano + eSIM),No,Yes,15.49,2532 x 1170 Pixels,Super Retina XDR Display,Super Retina XDR Display,iOS 16,"A15 Bionic Chip, 6 Core Processor",Hexa Core,128.0,12MP + 12MP,"Dual Camera Setup: 12MP Main Camera (Focal Length: 26 mm, f/1.5 Aperture, Sensor Shift Optical Image Stabilisation, Seven Element Lens, 100% Focus Pixels) + 12MP Ultra Wide Camera (Focal Length: 13 mm, f/2.4 Aperture and FOV: 120 Degree, Five Element Lens), 2X Optical Zoom Out, Digital Zoom Upto 5X, Sapphire Crystal Lens Cover, True Tone Flash, Camera Feature: Photonic Engine, Deep Fusion, Smart HDR 4, Portrait Mode with Advanced Bokeh and Depth Control, Portrait Lighting with Six Effects (Natural, Studio, Contour, Stage, Stage Mono, High Key Mono), Night Mode, Panorama (up to 63MP), Photographic Styles, Wide Colour Capture for Photos and Live Photos, Lens Correction (Ultra Wide), Advanced Red Eye Correction, Auto Image Stabilisation, Burst Mode, Photo Geotagging, Image Formats Captured: HEIF and JPEG",12MP Front Camera,"12MP Camera Setup: (f/1.9 Aperture), Camera Feature: Autofocus with Focus Pixels, Six Element Lens, Retina Flash, Photonic Engine, Deep Fusion, Smart HDR 4, Portrait Mode with Advanced Bokeh and Depth Control, Portrait Lighting with Six Effects (Natural, Studio, Contour, Stage, Stage Mono, High Key Mono), Animoji and Memoji, Night Mode, Photographic Styles, Apple ProRAW, Wide Colour Capture for Photos and Live Photos, Lens Correction, Auto Image Stabilisation, Burst Mode, Video Feature: Timelapse Video with Stabilisation, Night Mode Timelapse, QuickTake Video, Cinematic Video Stabilisation (4K, 1080p and 720p)",Rear: LED True Tone Flash | Front: Retina Flash,Yes,Yes,Yes,Primary Camera,"5G, 4G VOLTE, 4G, 3G, 2G","5G, 4G VoLTE, 4G LTE, UMTS, GSM","5G, 4G, 3G, Wi-Fi, EDGE",Yes,v5.3,Yes,Supports 2.4 GHz and 5 GHz Dual Band,Yes,Yes,Google Maps,Yes,Yes,Nano Sim + eSIM,Yes,"Face ID, Barometer, High Dynamic Range Gyro, High-G Accelerometer, Proximity Sensor, Dual Ambient Light Sensors","GPS, GLONASS, GALILEO, QZSS, BEIDOU","HEVC, H.264",3279.0,71.5,146.7,7.8,172.0
APPLE,"APPLE iPhone 14 (Purple, 128 GB)",iPhone 14,MPV03HN/A,64999,4.6,49449.0,1889.0,Purple,Smartphones,Dual Sim(Nano + eSIM),No,Yes,15.49,2532 x 1170 Pixels,Super Retina XDR Display,Super Retina XDR Display,iOS 16,"A15 Bionic Chip, 6 Core Processor",Hexa Core,128.0,12MP + 12MP,"Dual Camera Setup: 12MP Main Camera (Focal Length: 26 mm, f/1.5 Aperture, Sensor Shift Optical Image Stabilisation, Seven Element Lens, 100% Focus Pixels) + 12MP Ultra Wide Camera (Focal Length: 13 mm, f/2.4 Aperture and FOV: 120 Degree, Five Element Lens), 2X Optical Zoom Out, Digital Zoom Upto 5X, Sapphire Crystal Lens Cover, True Tone Flash, Camera Feature: Photonic Engine, Deep Fusion, Smart HDR 4, Portrait Mode with Advanced Bokeh and Depth Control, Portrait Lighting with Six Effects (Natural, Studio, Contour, Stage, Stage Mono, High Key Mono), Night Mode, Panorama (up to 63MP), Photographic Styles, Wide Colour Capture for Photos and Live Photos, Lens Correction (Ultra Wide), Advanced Red Eye Correction, Auto Image Stabilisation, Burst Mode, Photo Geotagging, Image Formats Captured: HEIF and JPEG",12MP Front Camera,"12MP Camera Setup: (f/1.9 Aperture), Camera Feature: Autofocus with Focus Pixels, Six Element Lens, Retina Flash, Photonic Engine, Deep Fusion, Smart HDR 4, Portrait Mode with Advanced Bokeh and Depth Control, Portrait Lighting with Six Effects (Natural, Studio, Contour, Stage, Stage Mono, High Key Mono), Animoji and Memoji, Night Mode, Photographic Styles, Apple ProRAW, Wide Colour Capture for Photos and Live Photos, Lens Correction, Auto Image Stabilisation, Burst Mode, Video Feature: Timelapse Video with Stabilisation, Night Mode Timelapse, QuickTake Video, Cinematic Video Stabilisation (4K, 1080p and 720p)",Rear: LED True Tone Flash | Front: Retina Flash,Yes,Yes,Yes,Primary Camera,"5G, 4G VOLTE, 4G, 3G, 2G","5G, 4G VoLTE, 4G LTE, UMTS, GSM","5G, 4G, 3G, Wi-Fi, EDGE",Yes,v5.3,Yes,Supports 2.4 GHz and 5 GHz Dual Band,Yes,Yes,Google Maps,Yes,Yes,Nano Sim + eSIM,Yes,"Face ID, Barometer, High Dynamic Range Gyro, High-G Accelerometer, Proximity Sensor, Dual Ambient Light Sensors","GPS, GLONASS, GALILEO, QZSS, BEIDOU","HEVC, H.264",3279.0,71.5,146.7,7.8,172.0
LAVA,LAVA A1 Josh with BOL,A1 Josh with BOL,LF1008,1049,4.1,707.0,45.0,"Blue, Silver",Feature Phones,Dual Sim,No,No,4.5,160 x 128Pixels,Quarter QVGA,Quarter QVGA Display,Android 12,"A15 Bionic Chip, 6 Core Processor",Octa Core,0.00390625,0.3MP Rear Camera,"Dual Camera Setup: 12MP Main Camera (Focal Length: 26 mm, f/1.5 Aperture, Sensor Shift Optical Image Stabilisation, Seven Element Lens, 100% Focus Pixels) + 12MP Ultra Wide Camera (Focal Length: 13 mm, f/2.4 Aperture and FOV: 120 Degree, Five Element Lens), 2X Optical Zoom Out, Digital Zoom Upto 5X, Sapphire Crystal Lens Cover, True Tone Flash, Camera Feature: Photonic Engine, Deep Fusion, Smart HDR 4, Portrait Mode with Advanced Bokeh and Depth Control, Portrait Lighting with Six Effects (Natural, Studio, Contour, Stage, Stage Mono, High Key Mono), Night Mode, Panorama (up to 63MP), Photographic Styles, Wide Colour Capture for Photos and Live Photos, Lens Correction (Ultra Wide), Advanced Red Eye Correction, Auto Image Stabilisation, Burst Mode, Photo Geotagging, Image Formats Captured: HEIF and JPEG",16MP Front Camera,"12MP Camera Setup: (f/1.9 Aperture), Camera Feature: Autofocus with Focus Pixels, Six Element Lens, Retina Flash, Photonic Engine, Deep Fusion, Smart HDR 4, Portrait Mode with Advanced Bokeh and Depth Control, Portrait Lighting with Six Effects (Natural, Studio, Contour, Stage, Stage Mono, High Key Mono), Animoji and Memoji, Night Mode, Photographic Styles, Apple ProRAW, Wide Colour Capture for Photos and Live Photos, Lens Correction, Auto Image Stabilisation, Burst Mode, Video Feature: Timelapse Video with Stabilisation, Night Mode Timelapse, QuickTake Video, Cinematic Video Stabilisation (4K, 1080p and 720p)",No,No,No,No,Primary Camera,2G,GSM,"5G, 4G, 3G, Wi-Fi, EDGE",Yes,v5.0,No,Supports 2.4 GHz and 5 GHz Dual Band,No,No,Google Maps,Yes,No,Micro,Yes,"Face ID, Barometer, High Dynamic Range Gyro, High-G Accelerometer, Proximity Sensor, Dual Ambient Light Sensors","GPS, AGPS, GLONASS, GALILEO, QZSS","Mp4, 3GP, AVI",1000.0,48.0,112.2,14.7,70.0
MarQ,MarQ by Flipkart M70 Shakti,M70 Shakti,M70,749,3.9,4610.0,557.0,Blue,Feature Phones,Dual Sim,No,No,6.1,320 x 240 Pixels,QVGA,QVGA TFT Display,Android 12,"A15 Bionic Chip, 6 Core Processor",Octa Core,0.03125,0.3MP Rear Camera,"Dual Camera Setup: 12MP Main Camera (Focal Length: 26 mm, f/1.5 Aperture, Sensor Shift Optical Image Stabilisation, Seven Element Lens, 100% Focus Pixels) + 12MP Ultra Wide Camera (Focal Length: 13 mm, f/2.4 Aperture and FOV: 120 Degree, Five Element Lens), 2X Optical Zoom Out, Digital Zoom Upto 5X, Sapphire Crystal Lens Cover, True Tone Flash, Camera Feature: Photonic Engine, Deep Fusion, Smart HDR 4, Portrait Mode with Advanced Bokeh and Depth Control, Portrait Lighting with Six Effects (Natural, Studio, Contour, Stage, Stage Mono, High Key Mono), Night Mode, Panorama (up to 63MP), Photographic Styles, Wide Colour Capture for Photos and Live Photos, Lens Correction (Ultra Wide), Advanced Red Eye Correction, Auto Image Stabilisation, Burst Mode, Photo Geotagging, Image Formats Captured: HEIF and JPEG",16MP Front Camera,"12MP Camera Setup: (f/1.9 Aperture), Camera Feature: Autofocus with Focus Pixels, Six Element Lens, Retina Flash, Photonic Engine, Deep Fusion, Smart HDR 4, Portrait Mode with Advanced Bokeh and Depth Control, Portrait Lighting with Six Effects (Natural, Studio, Contour, Stage, Stage Mono, High Key Mono), Animoji and Memoji, Night Mode, Photographic Styles, Apple ProRAW, Wide Colour Capture for Photos and Live Photos, Lens Correction, Auto Image Stabilisation, Burst Mode, Video Feature: Timelapse Video with Stabilisation, Night Mode Timelapse, QuickTake Video, Cinematic Video Stabilisation (4K, 1080p and 720p)",Rear Flash,Yes,No,Yes,Primary Camera,2G,GSM,2G,Yes,v4.2,Yes,Supports 2.4 GHz and 5 GHz Dual Band,Yes,No,Google Maps,No,No,Standard+ Micro,Yes,"Face ID, Barometer, High Dynamic Range Gyro, High-G Accelerometer, Proximity Sensor, Dual Ambient Light Sensors","GPS, AGPS, GLONASS, GALILEO, QZSS","3GP, MP4, AVI",3000.0,48.0,112.2,14.7,70.0
POCO,"POCO C50 (Royal Blue, 32 GB)",C50,MZB0CT7IN|MZB0CX4IN,6299,4.0,19591.0,1226.0,Royal Blue,Smartphones,Dual Sim,No,Yes,16.56,1600 x 720 Pixels,HD+,HD+ Scratch Resistant Display,Android 12 Go,"Mediatek Helio A22 Processor, Upto 2.0 GHz",Octa Core,32.0,8MP Dual Camera,"8 MP AI Dual Camera: f/2.0 Aperture, Camera Feature: Photo Mode, Video Mode, Portrait Mode, Short Video, Timelapse, Tilt Shift Mode",5MP Front Camera,5 MP Camera Setup,Rear Flash,Yes,Yes,Yes,Primary Camera,"4G VOLTE, 4G, 3G, 2G","4G VoLTE, 4G LTE, WCDMA, GSM","4G, 3G, Wi-Fi, EDGE, GPRS",Yes,v5.0,Yes,802.11/b/g/n,Yes,No,Google maps,Yes,Yes,Nano Sim,Yes,"Accelerometer, Rear Fingerprint Sensor","GPS, AGPS, GLONASS, BEIDOU","HEVC, H.264",5000.0,76.45,164.9,9.09,192.0
